Date_YMD,Status,Total,Andhra Pradesh,Arunachal Pradesh,Assam,Bihar,Chhattisgarh,Delhi,Goa,Gujrat,Haryana,Himachal Pradesh,Jammu and Kashmir,Jharkhand,Karnataka,Kerela,Ladakh,Madhya Pradesh,Maharashtra,Manipur,Meghalaya,Mizoram,Nagaland,Odisha,Punjab,Rajasthan,Sikkim,Tamil Nadu,Telangana,Tripura,Uttar Pradesh,Uttarakhand,West Bengal
03-08-2020,Recovered,43070,5786,67,1044,1871,265,937,208,974,780,99,905,112,4775,815,1,549,10221,29,0,8,9,1119,416,835,8,5800,1019,0,2036,101,2088
03-08-2020,Deceased,806,63,0,4,14,3,17,3,22,7,0,11,7,98,2,0,14,266,0,0,0,0,12,19,13,0,109,11,0,48,4,53
04-08-2020,Confirmed,51282,9747,32,2886,2464,382,674,259,1020,623,61,390,570,6259,1083,49,797,7760,98,15,6,276,1384,488,1124,95,5063,1286,131,2948,208,2752
04-08-2020,Recovered,51220,6953,42,993,2252,357,972,238,898,756,52,824,405,6772,1021,18,1315,12326,48,66,16,2,1409,609,781,2,6501,1066,70,1878,309,2066
04-08-2020,Deceased,849,67,0,6,13,8,12,4,25,8,0,10,4,110,3,0,12,300,0,0,0,0,10,20,13,0,108,12,1,39,5,54
05-08-2020,Confirmed,56626,10128,65,2284,2701,295,1076,348,1073,752,37,559,978,5619,1195,58,652,10309,75,22,3,93,1337,841,1166,17,5175,2012,122,4078,246,2816
05-08-2020,Recovered,45583,8729,105,1471,1610,258,890,173,1046,734,52,388,627,5407,1234,37,650,6165,48,9,4,26,1255,452,1017,4,6031,1139,50,3287,386,2078
05-08-2020,Deceased,919,77,0,6,20,2,11,4,23,7,0,9,7,100,7,0,17,334,0,0,0,2,11,29,13,0,112,13,2,40,3,61
06-08-2020,Confirmed,62170,10328,93,2372,3416,523,1299,191,1034,755,131,499,708,6805,1298,3,830,11514,124,51,33,82,1699,1035,1151,29,5684,2092,98,4586,369,2954
06-08-2020,Recovered,50141,8516,35,1332,1450,217,1008,166,917,680,103,464,768,5602,800,13,838,10854,43,6,2,134,1150,716,1282,50,6272,1289,68,2844,194,2061
06-08-2020,Deceased,899,72,0,5,19,6,15,2,27,3,0,10,9,93,3,0,17,316,1,0,0,0,11,26,12,0,110,13,1,61,4,56
07-08-2020,Confirmed,61455,10171,101,2679,3646,388,1192,333,1074,751,103,473,726,6670,1251,19,734,10483,249,16,21,77,1833,1039,1161,25,5880,2207,128,4404,278,2912
07-08-2020,Recovered,50387,7594,81,1585,2445,231,1108,142,1370,804,89,510,897,3951,814,17,719,10906,21,66,0,5,1810,381,1064,53,6488,1136,67,3432,304,2037
07-08-2020,Deceased,936,89,0,6,12,10,23,4,22,9,0,13,6,100,5,2,16,300,2,0,0,1,12,22,10,0,119,12,5,63,10,52
08-08-2020,Confirmed,65156,10080,68,2218,3992,447,1404,259,1101,789,114,463,986,7178,1420,25,859,12822,169,17,8,31,1643,998,1171,6,5883,2256,146,4660,501,2949
08-08-2020,Recovered,52135,9151,104,1782,2408,263,1130,207,1135,587,127,449,834,5006,1715,20,732,11081,1,12,8,69,1544,820,968,11,5043,1091,224,2999,232,2064
08-08-2020,Deceased,875,97,0,8,19,3,16,2,23,7,0,10,9,93,4,0,15,275,1,1,0,0,15,23,11,0,118,14,1,47,5,51
09-08-2020,Confirmed,62117,10820,38,1123,3934,293,1300,506,1078,792,107,507,688,5985,1211,49,868,12248,118,39,41,93,1734,975,1169,6,5994,1982,147,4571,230,2939
09-08-2020,Recovered,54474,9097,52,1734,2642,227,1225,193,1311,750,100,336,673,4670,970,8,667,13348,117,67,2,11,1543,459,1072,80,6020,1669,92,2817,171,1996
09-08-2020,Deceased,1013,97,0,5,10,6,13,3,25,9,1,13,17,107,2,0,19,390,0,0,0,1,14,24,11,0,119,12,4,41,8,54
10-08-2020,Confirmed,53016,7665,76,2900,3021,477,707,317,1056,794,92,470,630,4267,1184,29,866,9181,100,53,12,230,1528,986,1173,44,5914,1256,62,4113,389,2905
10-08-2020,Recovered,47362,6924,110,1261,2824,208,1070,213,1138,711,24,372,750,5218,784,15,654,6711,78,8,25,69,1236,416,825,13,6037,1587,267,4074,167,3208
10-08-2020,Deceased,887,80,0,6,21,3,20,5,20,6,2,6,12,114,7,0,19,293,0,0,0,0,16,18,11,0,114,10,1,51,9,41
11-08-2020,Confirmed,61252,9024,96,2669,4071,360,1257,415,1118,798,34,564,683,6257,1417,53,843,11088,88,27,3,20,1341,1000,1217,3,5834,1896,164,5041,411,2931
11-08-2020,Recovered,56461,9113,42,1487,2900,222,727,272,1140,590,68,604,807,6473,1426,18,922,10014,33,12,0,12,1785,1055,1339,24,6005,1788,213,3865,169,3067
11-08-2020,Deceased,835,87,0,4,15,5,8,6,23,11,1,12,5,86,5,0,18,256,1,0,0,-1,12,32,11,0,118,8,1,56,2,49
12-08-2020,Confirmed,67066,9597,103,4593,3741,567,1113,480,1152,797,139,482,788,7883,1212,41,870,12712,41,37,25,87,1876,1020,1213,17,5871,1897,110,4475,454,2936
12-08-2020,Recovered,57759,6676,25,2136,3029,269,1021,161,977,612,89,544,1642,7034,880,19,643,13408,76,7,7,128,1673,422,1249,16,5633,1920,182,4072,217,2725
12-08-2020,Deceased,950,93,0,6,9,5,14,3,18,3,0,8,8,113,6,0,15,344,0,0,0,0,9,39,11,0,119,9,0,54,4,54
13-08-2020,Confirmed,64141,9996,82,2796,3906,478,956,570,1092,793,180,536,693,6706,1564,38,1014,11813,130,14,1,50,1981,1027,1314,1,5835,1931,121,4537,416,2997
13-08-2020,Recovered,54776,9499,59,2174,2439,150,913,271,1046,792,73,779,816,8609,766,8,596,9115,64,30,13,26,1422,627,171,31,5146,1780,74,4125,327,2497
13-08-2020,Deceased,1006,82,1,8,10,8,14,2,18,8,1,11,7,103,3,0,17,413,1,0,0,0,9,31,11,0,119,11,1,50,3,56
14-08-2020,Confirmed,65610,8943,95,2706,3911,529,1192,476,1087,797,58,540,1175,7908,1569,30,796,12608,86,35,8,154,1977,1077,1278,149,5890,1921,164,4512,313,3035
14-08-2020,Recovered,56920,9779,32,2310,2800,199,790,245,1083,862,116,640,665,6940,1304,21,570,10484,65,34,4,59,1305,489,2078,42,5556,1210,103,3740,488,2572
14-08-2020,Deceased,989,97,1,6,16,13,11,2,15,7,0,11,15,104,10,0,16,364,0,0,0,0,10,25,13,0,117,9,2,55,4,60
15-08-2020,Confirmed,63986,8732,51,1057,3536,486,1276,369,1094,796,119,532,547,8818,1608,30,1019,12020,192,64,56,18,2496,1028,1287,68,5860,1863,167,4774,325,3074
15-08-2020,Recovered,53116,10414,21,1593,3368,189,1143,331,1015,591,81,734,503,6629,803,4,948,6844,78,15,9,123,1521,535,1357,38,5236,1912,73,3705,246,2647
15-08-2020,Deceased,952,87,0,7,15,4,10,5,19,10,0,7,5,114,7,1,13,322,0,0,0,0,9,40,16,0,127,10,4,58,4,58
16-08-2020,Confirmed,58096,8012,43,1317,2187,576,652,300,1120,743,163,449,552,7040,1530,39,1022,11111,179,82,64,54,2924,1165,1317,19,5950,1102,127,4357,235,3066
16-08-2020,Recovered,57404,10117,37,1929,3891,189,1310,287,959,662,88,267,566,6680,1099,49,685,8837,194,79,15,101,1550,568,1350,12,6019,1930,63,4201,352,2935
16-08-2020,Deceased,952,88,0,7,22,8,8,6,20,10,0,15,15,116,10,4,11,288,3,0,0,0,10,41,14,0,125,9,5,56,1,51
17-08-2020,Confirmed,54298,6780,40,2792,2525,404,787,355,1033,887,18,422,843,6317,1725,18,930,8493,118,44,12,61,2244,1489,1334,20,5890,894,143,3798,318,3080
17-08-2020,Recovered,58172,7866,85,1519,4140,363,740,283,1083,1009,114,353,601,7071,1131,12,987,11391,102,4,1,108,1503,749,1050,28,5667,2006,135,4376,385,2932
17-08-2020,Deceased,880,82,0,8,5,8,18,7,15,12,0,6,11,115,13,0,23,228,1,0,0,0,10,50,11,0,120,10,4,66,6,45
18-08-2020,Confirmed,64999,9652,134,2534,3257,808,1374,339,1126,896,61,434,1241,7665,1758,44,990,11119,78,39,26,65,2239,1705,1347,20,5709,1682,205,4218,468,3175
18-08-2020,Recovered,60455,9211,56,1560,4034,249,1146,298,1131,688,89,590,361,8387,1365,27,688,9356,55,6,7,134,1535,1582,1306,54,5850,2070,118,4799,239,2987
18-08-2020,Deceased,1099,88,0,6,16,8,12,5,20,7,0,13,10,139,6,3,13,422,1,0,0,0,9,36,11,1,121,8,3,70,6,55
19-08-2020,Confirmed,69196,9742,75,2116,2884,752,1398,342,1145,994,176,708,967,8642,2333,38,976,13165,111,78,45,38,2589,1683,1312,25,5795,1763,236,5076,264,3169
19-08-2020,Recovered,59365,8061,73,2054,3838,338,1320,357,1120,758,69,611,857,7201,1217,2,762,9011,96,40,5,42,1621,941,1003,34,6384,1789,93,5620,408,2973
19-08-2020,Deceased,979,86,0,10,10,6,9,8,17,10,2,11,13,126,7,1,18,346,0,0,0,0,10,22,12,1,116,8,3,53,14,53
20-08-2020,Confirmed,68518,9393,116,1735,2451,1052,1215,424,1175,996,127,683,638,7385,1968,29,1142,14647,49,126,14,25,2898,1741,1330,58,5986,1724,190,4824,411,3197
20-08-2020,Recovered,61873,8846,71,2772,3585,554,1059,350,1123,737,93,728,754,6231,1217,39,1065,12243,117,5,18,215,1641,334,1227,38,5742,1195,68,5863,301,3126
20-08-2020,Deceased,981,95,0,8,6,8,22,2,16,11,2,6,8,102,9,0,12,326,0,0,0,0,8,37,11,0,116,10,0,95,9,53
21-08-2020,Confirmed,68519,9544,60,1856,2461,873,1250,385,1204,1203,190,654,1258,7571,1983,56,1147,14161,124,57,21,36,2698,1503,1335,46,5995,1457,256,4905,447,3245
21-08-2020,Recovered,62858,8827,32,2476,3678,283,1082,477,1324,620,149,580,1052,6561,1419,13,987,11749,259,19,18,153,1927,856,1306,7,5764,1781,86,5567,243,3082
21-08-2020,Deceased,953,91,0,6,14,8,13,9,14,7,2,15,11,93,12,1,14,339,2,0,0,0,10,34,12,0,101,8,4,64,5,55
22-08-2020,Confirmed,70067,10276,97,1560,2238,704,1412,306,1212,1161,167,610,907,7330,2172,77,1226,14492,83,93,8,16,2819,1316,1310,45,5980,2474,280,5217,483,3232
22-08-2020,Recovered,59101,8593,103,2045,3531,372,1230,479,980,600,107,593,814,7626,1292,20,872,9241,194,20,1,92,1773,409,1648,37,5603,1768,410,4638,345,3088
22-08-2020,Deceased,918,97,0,7,13,10,14,5,14,12,4,15,13,93,15,2,21,297,2,1,0,1,9,45,11,0,80,7,1,70,3,48
23-08-2020,Confirmed,61749,7895,40,1272,2247,704,1450,209,1101,1096,106,666,1075,5938,1908,69,1263,10441,114,106,15,51,2993,1136,1345,22,5975,2384,331,5325,558,3274
23-08-2020,Recovered,56896,7449,69,3259,3082,537,1250,453,972,809,120,434,950,4996,1110,22,991,8157,161,7,38,128,2129,2226,1180,0,6047,1851,121,4318,459,3048
23-08-2020,Deceased,846,93,0,8,9,7,16,4,14,6,0,9,8,68,5,2,23,258,0,1,0,0,10,50,11,0,97,11,2,59,5,57
24-08-2020,Confirmed,59696,8601,49,1879,1227,1136,1061,139,1067,1074,100,428,940,5851,1242,51,1292,11015,116,59,0,28,2949,1505,1346,43,5967,1842,200,4601,405,2967
24-08-2020,Recovered,66305,8741,130,2190,2908,493,1200,437,1021,583,123,373,889,8061,1238,26,841,14219,97,13,2,102,2519,1829,1276,63,6129,1825,159,4494,432,3285
24-08-2020,Deceased,854,86,0,10,17,9,13,4,13,10,0,7,17,127,11,0,17,212,0,0,0,0,10,43,12,0,97,6,1,61,7,57
25-08-2020,Confirmed,66873,9927,100,1973,1444,1287,1544,392,1096,1148,53,701,1056,8161,2375,90,1379,10425,82,42,35,38,2752,1293,1370,29,5951,2579,293,5006,485,2964
25-08-2020,Recovered,64151,9419,81,1724,3169,308,1155,315,1011,1091,164,389,725,6814,1456,32,1079,12300,99,43,3,215,2545,788,1526,120,6998,1752,73,4647,289,3251
25-08-2020,Deceased,1066,92,0,8,17,15,17,9,20,10,1,14,12,148,10,1,19,329,2,0,0,0,9,49,13,0,107,9,6,72,6,58
26-08-2020,Confirmed,75995,10830,143,2179,2163,1209,1693,497,1197,1397,167,704,1137,8580,2476,31,1064,14888,141,32,14,26,3371,1513,1345,11,5958,3018,329,5640,535,2974
26-08-2020,Recovered,56191,8473,55,2148,2234,413,1154,287,1047,1117,62,599,736,7249,1351,31,936,7637,17,42,9,0,3343,1086,1453,22,5606,1060,160,3808,323,3314
26-08-2020,Deceased,1017,81,0,14,9,10,17,8,17,11,2,19,15,133,13,1,17,295,1,0,0,0,13,41,12,0,118,10,4,82,6,55
27-08-2020,Confirmed,76827,10621,78,2036,1860,1438,1840,456,1190,1293,180,655,1365,9386,2406,41,1317,14857,140,80,7,6,3384,1746,1345,56,5981,2795,385,5391,728,2997
27-08-2020,Recovered,59620,8528,58,2345,2931,462,1130,356,1193,1077,198,528,633,7866,2067,60,1207,9136,128,25,27,124,2510,741,1006,75,5870,872,123,4331,251,3189
27-08-2020,Deceased,1066,92,0,4,9,14,22,6,17,12,1,14,15,141,10,2,24,355,0,1,0,0,7,37,13,0,109,8,2,76,9,53
28-08-2020,Confirmed,76657,10526,112,2560,1998,1245,1808,523,1272,1298,136,696,1137,8960,2543,48,1252,14427,118,110,29,21,3682,1542,1355,34,5996,2932,509,5405,588,2982
28-08-2020,Recovered,64475,8463,88,1763,2749,502,1446,429,1050,1020,141,651,1019,7464,2097,74,943,11607,100,59,14,115,2503,2036,1448,33,5752,1580,142,4986,349,3286
28-08-2020,Deceased,1019,81,2,8,12,6,20,4,14,15,0,7,12,136,7,1,17,331,2,1,0,0,8,51,12,0,102,11,4,77,11,56
29-08-2020,Confirmed,78479,10548,132,2427,2087,1513,1954,547,1282,1391,144,546,1299,8324,2397,63,1442,16286,117,43,0,46,3252,1470,1407,26,6352,2751,443,5633,706,3012
29-08-2020,Recovered,64982,8976,45,1440,2629,709,1449,433,1111,1001,117,648,1078,8110,2225,31,1017,11541,129,77,70,58,2888,1083,938,11,6045,1675,198,4862,400,3312
29-08-2020,Deceased,943,82,0,3,5,11,15,3,13,9,1,7,9,115,6,4,22,328,1,0,0,0,14,41,13,0,87,9,5,62,11,53
30-08-2020,Confirmed,79461,10603,157,1980,2078,1346,2024,451,1272,1295,164,786,1323,8852,2154,35,1558,16408,152,60,5,71,3014,1678,1450,25,6495,2924,447,6175,664,3019
30-08-2020,Recovered,60422,9067,68,1417,2231,485,1249,457,1095,909,142,490,1232,7101,1766,12,1054,7690,53,14,5,109,2519,1656,2122,25,6406,1638,195,4802,480,3308
30-08-2020,Deceased,960,88,0,7,9,7,22,5,17,12,1,9,12,106,7,2,29,296,0,0,0,0,12,56,13,0,94,10,4,67,7,50
31-08-2020,Confirmed,68766,10004,78,3266,1324,1411,1358,414,1280,1450,171,535,3221,6495,1530,43,1532,11852,140,25,3,28,2602,1466,1466,25,5956,1873,321,4782,592,2993
31-08-2020,Recovered,64435,8772,63,1531,2267,686,1507,391,1025,1052,65,505,695,7238,1693,117,1190,11158,91,113,0,41,4053,1280,1719,5,6008,1849,201,4597,604,3318
31-08-2020,Deceased,816,85,0,10,6,8,18,9,14,7,3,9,7,113,7,0,20,184,0,0,0,0,10,49,13,0,91,9,5,63,12,52
01-09-2020,Confirmed,78168,10368,100,2684,1928,1884,2312,588,1310,1694,139,525,2177,9058,1140,52,1525,15765,130,72,1,53,3025,1516,1470,18,5928,2734,509,5343,571,2943
01-09-2020,Recovered,62145,9350,94,1434,2029,578,1050,273,1131,1163,173,469,1006,5159,2111,104,1335,10978,120,73,21,133,3484,1120,1312,12,6031,2325,221,4537,404,3346
01-09-2020,Deceased,1027,84,0,9,15,10,18,2,14,17,4,14,11,135,4,1,32,320,1,2,0,0,11,59,13,1,96,9,10,56,11,55
02-09-2020,Confirmed,82860,10392,148,3555,1969,2296,2509,636,1305,1792,161,641,1029,9860,1547,52,1424,17433,125,77,8,14,3219,1481,1511,34,5990,2892,566,5682,836,2976
02-09-2020,Recovered,67874,8454,96,1834,1803,653,1858,209,1141,1040,69,595,1598,6287,2129,29,1132,13959,157,83,49,22,3303,1595,2550,23,5891,2240,193,4687,425,3297
02-09-2020,Deceased,1026,72,0,8,13,12,19,10,12,15,1,15,10,113,7,0,27,292,0,1,0,0,11,106,12,0,98,10,5,74,11,56
03-09-2020,Confirmed,84156,10199,214,3054,1922,2284,2737,713,1325,1881,199,1079,1618,8865,1553,55,1672,18105,102,109,20,49,3631,1526,1553,34,5892,2817,590,5662,946,2984
03-09-2020,Recovered,67491,9499,92,1971,1572,730,1528,302,1126,1014,98,680,1139,7122,1950,32,1091,13988,167,75,10,101,3278,1529,546,44,6110,2611,186,4448,508,3335
03-09-2020,Deceased,1083,75,1,7,6,16,19,8,16,19,5,11,6,104,10,0,30,391,3,0,0,0,8,72,14,1,92,10,8,75,9,55
04-09-2020,Confirmed,87115,10776,201,2891,1978,2667,2914,508,1320,1884,215,1047,1559,9280,2479,95,1658,19218,90,108,6,41,3267,1498,1570,105,5976,2478,524,6074,831,2978
04-09-2020,Recovered,69625,12334,113,2020,1435,658,1751,386,1218,1282,107,676,1157,6161,2716,46,1042,13289,125,75,12,37,2980,1272,679,17,6334,2011,179,5006,502,3305
04-09-2020,Deceased,1066,76,0,15,13,22,13,8,14,19,2,12,3,116,11,0,30,378,3,1,0,0,9,49,13,0,79,10,3,71,12,58
05-09-2020,Confirmed,90600,10825,139,2698,1727,2529,2973,592,1311,2289,188,1251,1758,9746,2655,61,1636,20800,184,182,16,21,3543,1514,1566,58,5870,2511,691,6590,950,3042
05-09-2020,Recovered,73161,11941,101,2343,1965,879,1920,534,1148,1409,21,489,2287,9102,2111,42,1392,10801,76,59,32,68,3443,1306,1346,26,5859,2579,271,5141,535,3248
05-09-2020,Deceased,1044,71,0,7,9,19,25,9,16,22,4,15,15,128,11,0,30,312,1,1,0,0,7,69,14,0,64,11,7,81,18,58
06-09-2020,Confirmed,91725,10794,86,1537,1797,2100,3256,374,1335,2277,397,1316,1266,9319,3082,40,1694,23350,139,89,31,50,3810,1946,1593,9,5783,2574,603,6518,668,3087
06-09-2020,Recovered,69630,11915,91,1763,1924,711,2188,558,1212,1471,197,403,1854,9575,2196,24,1238,7826,189,29,19,77,2590,1606,1616,24,5820,2927,262,4779,591,3207
06-09-2020,Deceased,1005,70,0,8,4,24,29,7,14,25,1,14,7,95,10,0,29,328,2,1,0,0,8,54,15,0,85,9,8,77,11,52
07-09-2020,Confirmed,75015,8368,180,2785,1369,2017,2077,344,1330,2224,245,1013,1557,5773,1648,28,1885,16429,84,29,21,42,3861,2110,1580,29,5776,1802,399,5568,807,3077
07-09-2020,Recovered,74116,10055,124,2250,1845,979,2411,588,1276,1560,221,433,1366,7897,2246,60,1022,14922,194,4,0,178,3034,1565,1566,25,5930,2711,303,4993,473,3021
07-09-2020,Deceased,1129,70,0,10,7,15,32,9,15,23,1,17,13,141,12,0,17,423,0,1,0,0,10,61,14,0,89,9,5,56,7,58
08-09-2020,Confirmed,89855,10601,221,2578,1667,2834,3609,457,1295,2286,171,1355,2676,7866,3026,38,1864,20131,96,42,9,25,3490,1964,1590,19,5684,2392,628,6622,658,3091
08-09-2020,Recovered,74608,11691,127,2166,1944,615,1756,448,1445,1704,85,491,1812,7803,1862,77,1600,13234,126,156,13,54,2787,2307,1445,17,6599,2346,294,5439,427,2996
08-09-2020,Deceased,1107,73,1,8,4,12,19,11,13,25,4,14,14,146,13,0,20,380,1,0,0,0,13,67,13,2,87,11,3,71,12,57
09-09-2020,Confirmed,95536,10418,144,2243,1498,2818,4039,621,1329,2294,316,1617,1601,9540,3402,40,1869,23577,160,121,69,130,3748,2137,1610,31,5584,2479,582,6568,1117,3107
09-09-2020,Recovered,73062,9842,183,2265,1702,1146,2623,281,1336,1828,142,620,1297,6860,2058,41,1341,13906,64,107,5,48,3110,1231,1578,16,6516,2485,311,5731,789,2967
09-09-2020,Deceased,1168,74,0,18,10,70,20,6,16,28,3,17,16,128,12,0,31,380,1,2,0,0,11,71,14,0,78,10,9,65,12,53
10-09-2020,Confirmed,96762,10175,127,2739,1543,2748,4308,639,1332,2591,319,1592,1182,9217,3349,35,2187,23446,108,99,141,261,3991,2459,1640,20,5528,2534,535,6988,1015,3112
10-09-2020,Recovered,70904,10040,99,2197,1480,1917,2637,436,1415,1562,80,344,1456,7021,1657,37,1435,14253,245,19,0,5,2706,1348,1032,41,6185,2071,340,4605,521,3035
10-09-2020,Deceased,1213,68,0,18,10,16,28,6,15,25,3,13,5,129,12,1,21,495,4,1,0,0,11,88,14,0,64,11,6,94,5,41
11-09-2020,Confirmed,97655,9999,153,2534,1710,2963,4266,555,1344,2388,318,1578,961,9464,2988,51,2240,24886,109,151,20,310,3996,2473,1660,17,5519,2426,559,7016,995,3157
11-09-2020,Recovered,81456,11069,121,2628,2187,1268,2754,473,1240,1820,158,474,1213,12545,1326,21,1651,14308,209,47,40,10,4061,1402,1488,16,6006,2324,262,5936,645,3016
11-09-2020,Deceased,1202,77,1,16,12,25,21,8,16,25,5,9,15,130,14,2,30,442,0,4,0,0,14,63,15,4,77,13,5,76,11,57
12-09-2020,Confirmed,94414,9901,136,2132,1421,3120,4321,740,1365,2783,445,1698,1420,9140,2885,66,2347,22084,152,168,26,118,3777,2441,1669,29,5495,2278,470,6786,1115,3161
12-09-2020,Recovered,77862,10292,127,2553,1700,855,3141,511,1335,2188,123,596,1746,9557,1944,27,1462,13489,100,131,33,31,3217,2077,932,17,6227,2458,479,6085,603,3042
12-09-2020,Deceased,1111,67,0,23,11,21,28,10,15,24,2,10,10,94,15,1,37,391,1,1,0,0,11,76,14,2,76,10,10,67,14,59
13-09-2020,Confirmed,93220,9536,160,1292,1523,2228,4235,407,1326,2526,326,1686,1014,9894,3139,51,2281,22543,144,109,35,19,3913,2622,1703,31,5693,2216,629,6205,1637,3215
13-09-2020,Recovered,77748,10131,126,2251,1895,3953,3403,553,1205,1874,152,452,1509,8402,1855,22,1600,11549,89,55,7,61,3363,2151,1616,2,5717,2603,398,5958,1009,3054
13-09-2020,Deceased,1140,66,0,16,14,16,29,4,15,19,4,14,13,104,14,1,34,416,1,1,0,0,10,68,15,3,74,11,12,80,12,58
14-09-2020,Confirmed,81913,7956,176,2403,1137,3336,3229,306,1334,2488,368,1229,1263,8244,2540,74,2483,17066,96,139,14,131,4198,2421,1730,33,5752,1417,255,5159,1043,3211
14-09-2020,Recovered,79213,9764,152,1918,1966,1178,3374,519,1255,2125,68,644,1529,8865,2110,39,1713,15789,149,76,89,14,3382,1448,1644,16,5799,2479,404,5932,1037,3084
14-09-2020,Deceased,1054,60,1,13,9,18,26,14,17,25,5,17,6,119,15,1,29,363,0,2,0,0,11,67,14,0,53,13,6,62,15,58
15-09-2020,Confirmed,91098,8846,169,2409,1575,3450,4263,613,1349,2493,412,1329,1702,7576,3216,80,2323,20482,239,174,40,15,3645,2382,1760,54,5697,2058,531,6841,1391,3227
15-09-2020,Recovered,82849,9628,127,1848,1514,1129,3131,446,1444,2454,250,681,1638,7406,2532,42,1902,19423,78,39,3,30,3714,1830,1711,169,5735,2180,389,6680,1008,2919
15-09-2020,Deceased,1281,69,2,10,5,15,36,11,17,26,8,19,10,97,11,3,29,515,1,1,0,2,8,91,14,3,68,10,7,113,9,59
16-09-2020,Confirmed,97860,8835,226,2394,1531,3189,4473,628,1364,2694,460,1590,1635,9725,3830,36,2462,23365,110,158,12,34,4270,2702,1782,48,5652,2273,454,6229,1540,3237
16-09-2020,Recovered,82924,10845,129,2464,1724,1647,3313,351,1447,1771,114,747,1607,6580,2263,19,1922,17559,103,74,7,41,4121,2756,1479,32,5768,2260,510,6476,1192,2971
16-09-2020,Deceased,1140,64,0,19,12,23,33,4,12,19,1,18,8,55,14,2,24,474,1,0,0,0,11,78,15,0,57,12,10,86,9,61
17-09-2020,Confirmed,96787,8702,159,1380,1592,3809,4432,644,1379,2457,395,1467,1026,9366,4351,41,2391,24619,110,162,26,43,4241,2848,1793,53,5560,2159,527,6029,1192,3197
17-09-2020,Recovered,87788,10712,180,2246,1465,5226,3587,399,1652,2753,388,712,1450,7268,2737,22,2863,19522,18,78,20,111,3607,2248,1333,67,5524,2108,521,4715,533,2948
17-09-2020,Deceased,1175,72,0,17,7,17,38,8,14,24,7,19,11,93,10,1,33,468,3,3,0,0,13,54,14,4,59,9,5,81,13,60
18-09-2020,Confirmed,92973,8096,154,2509,1147,3842,4127,596,1410,2488,432,1330,1478,8626,4167,59,2552,21656,177,90,28,51,4180,2774,1817,29,5488,2043,273,6494,868,3192
18-09-2020,Recovered,95515,11803,139,2074,1678,3281,3568,470,1293,2188,135,784,1245,10949,2744,42,2554,22078,90,95,24,29,4101,2640,1580,68,5525,1802,603,6806,1285,2960
18-09-2020,Deceased,1221,67,0,12,4,17,30,8,16,23,12,15,12,179,12,1,24,440,1,2,0,0,13,60,15,3,67,11,6,98,4,59
19-09-2020,Confirmed,92574,8218,245,2595,1616,2617,4071,643,1432,2691,286,1492,1282,8364,4644,73,2607,20519,117,112,14,35,4209,2723,1834,39,5569,2123,535,5729,2078,3188
19-09-2020,Recovered,94389,10820,174,1856,1556,1689,4219,446,1470,2272,403,960,1645,10815,2862,66,2206,23501,94,46,16,42,4090,1915,1540,34,5556,2151,583,6596,878,2993
19-09-2020,Deceased,1149,58,0,8,2,19,38,7,16,28,5,21,13,114,18,1,42,425,3,2,0,0,9,51,14,2,66,9,7,84,14,56
20-09-2020,Confirmed,87395,7738,135,1227,1555,1949,3812,407,1407,2305,221,1457,1492,8191,4696,45,2579,20627,170,101,30,59,4330,2160,1865,49,5516,2137,525,5758,878,3177
20-09-2020,Recovered,92926,10608,128,1795,1487,1572,3742,537,1204,2547,91,692,1247,8611,2751,25,2216,26408,44,30,13,78,4018,2225,1664,3,5206,2192,645,6584,855,2958
20-09-2020,Deceased,1135,57,0,14,3,13,37,9,17,29,4,14,2,101,16,0,27,455,2,0,0,0,10,56,14,1,60,8,4,94,13,61
21-09-2020,Confirmed,74493,6235,210,2640,1314,1998,2548,324,1430,1818,309,1036,1321,7339,2910,79,2523,15738,116,73,7,93,4242,2241,1892,56,5344,1302,243,4618,814,3165
21-09-2020,Recovered,102070,10502,235,1795,1381,1911,3672,429,1316,2187,288,1158,1599,9925,3022,44,2244,32007,71,15,10,223,3704,2811,1815,11,5492,2230,654,6320,1172,3011
21-09-2020,Deceased,1056,51,0,16,6,13,32,9,17,28,7,23,9,122,18,1,37,344,2,2,0,0,9,47,16,0,60,9,6,88,10,62
22-09-2020,Confirmed,83362,7553,249,2073,1609,2736,3816,590,1402,1795,331,1235,1275,6974,4125,55,2544,18390,270,58,106,60,4189,1411,1912,66,5337,2166,559,5650,874,3182
22-09-2020,Recovered,89657,10555,135,1817,1232,2437,3097,736,1321,2892,655,1619,1484,9073,3007,74,2412,20206,49,179,11,40,3834,1718,1528,23,5406,2143,419,6589,1107,3047
22-09-2020,Deceased,1085,51,1,8,3,28,37,8,16,29,5,18,15,83,19,0,28,392,1,2,0,0,11,66,15,0,76,10,3,77,11,62
23-09-2020,Confirmed,86703,7228,289,2098,1598,2434,3714,536,1372,1986,280,1249,1141,6997,5376,46,2346,21029,96,170,22,67,4237,2123,1946,35,5325,2296,504,5143,1069,3189
23-09-2020,Recovered,87459,8291,125,1762,1490,4772,4465,395,1289,2571,446,2796,1532,5460,2951,35,2138,19476,221,152,72,18,4052,2117,1553,14,5363,2062,603,6506,1016,2998
23-09-2020,Deceased,1123,45,0,11,1,10,36,8,15,27,5,20,7,38,20,1,42,479,2,2,0,1,15,64,15,1,63,10,2,87,17,61
